frame,0.0-5.0,5.0-10.0,10.0-15.0,15.0-20.0,20.0-25.0,25.0-30.0,30.0-35.0,35.0-40.0,40.0-45.0,45.0-50.0,50.0-55.0,55.0-60.0,60.0-65.0,65.0-70.0,70.0-75.0,75.0-80.0,80.0-85.0,85.0-90.0,90.0-95.0,95.0-100.0,100.0-105.0,105.0-110.0,110.0-115.0,115.0-120.0,120.0-125.0,125.0-130.0,130.0-135.0,135.0-140.0,140.0-145.0,145.0-150.0,150.0-155.0,155.0-160.0,160.0-165.0,165.0-170.0,170.0-175.0,175.0-180.0
846,2,2,1,1,3,0,0,0,0,1,0,1,0,1,1,2,4,1,1,5,2,1,2,2,2,0,2,1,0,2,2,1,0,0,1,2
851,0,2,1,0,2,0,0,1,1,0,0,1,1,1,1,3,2,1,1,3,1,0,1,1,0,0,0,1,0,1,1,0,1,0,2,3
856,3,0,0,0,3,2,0,1,0,0,1,1,0,1,2,1,2,3,0,1,3,3,1,0,0,1,0,2,0,0,2,2,1,2,2,0
861,2,0,1,0,0,2,0,2,1,0,0,1,0,0,2,0,3,2,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,4,2
866,2,0,1,0,0,1,0,0,0,2,1,0,2,0,2,1,0,1,4,2,0,3,2,0,2,1,1,2,0,1,0,0,1,1,2,1
871,1,0,1,1,0,0,0,0,1,1,0,1,2,1,3,0,2,1,2,2,1,3,1,2,1,0,3,1,1,1,3,0,0,3,2,1
876,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,2,3,2,3,0,1,2,1,0,0,1,2,0,1,1,1,2,2,2,2,1
881,2,1,1,2,0,0,0,1,0,0,0,2,0,1,1,0,1,4,0,5,0,0,1,1,1,1,1,0,0,2,2,1,1,1,2,1
886,1,0,1,0,2,0,1,1,2,0,0,1,1,2,2,1,1,3,3,2,1,2,1,1,1,2,1,1,0,1,2,2,0,2,2,0
891,0,1,2,1,0,0,3,1,1,0,0,1,1,0,1,1,2,2,0,3,0,1,0,0,1,0,1,1,0,1,0,1,2,0,3,1
896,0,1,0,1,1,0,0,0,0,0,1,0,1,0,3,1,1,2,4,1,1,1,2,0,0,0,1,0,1,0,2,1,2,2,2,1
901,2,0,2,3,1,1,1,1,0,1,0,0,2,2,0,1,3,1,1,1,2,2,4,1,0,0,1,1,1,0,1,3,1,0,1,2
906,0,0,0,2,2,0,1,0,1,2,1,0,0,0,0,2,1,1,3,1,3,0,0,2,0,0,1,1,1,1,1,0,1,3,3,0
911,1,1,2,1,2,3,0,0,1,0,0,1,0,1,2,2,3,3,1,1,1,0,3,0,1,1,1,0,1,0,2,1,3,1,2,0
916,1,0,0,0,2,0,1,1,0,1,0,1,1,2,0,1,1,2,2,5,1,0,1,0,2,2,2,0,1,0,1,0,2,0,2,4
921,1,0,1,1,0,1,1,1,2,0,0,1,2,1,0,1,3,0,3,1,0,2,0,5,0,1,1,0,1,1,0,3,2,1,1,1
926,0,0,0,0,1,1,2,0,0,0,1,1,0,2,2,1,4,0,2,2,1,0,4,0,1,0,1,1,0,0,2,0,1,1,1,4
931,0,1,0,3,1,0,1,0,2,0,0,1,2,1,0,2,1,1,3,2,0,2,2,2,0,0,1,1,0,0,1,1,1,2,3,2
936,2,0,0,0,1,1,1,2,0,0,4,0,1,1,0,0,3,2,2,3,1,1,1,0,0,2,2,1,2,2,1,2,1,4,0,2
941,2,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,2,1,3,2,0,1,0,3,0,1
946,2,0,2,0,1,1,3,1,0,0,1,1,3,4,1,1,1,1,1,4,2,2,1,0,0,1,0,3,3,1,2,1,1,2,3,1
951,0,2,0,0,0,3,0,0,1,0,0,0,0,4,3,1,0,3,3,2,1,1,1,2,0,0,0,0,1,0,0,1,2,2,3,3
956,1,1,1,0,0,1,0,1,3,0,0,2,0,0,2,2,0,3,1,2,3,1,1,1,0,3,0,0,1,0,1,1,2,0,3,2
961,0,2,0,1,1,1,3,0,1,1,0,0,0,0,2,2,3,0,1,4,1,1,2,0,0,0,1,0,1,2,1,0,0,1,1,2
966,1,0,0,1,1,1,1,0,0,1,1,0,0,0,3,0,1,4,1,2,1,0,1,1,1,0,2,0,1,0,1,2,0,1,2,0
971,1,2,0,0,2,1,2,1,1,1,0,0,1,1,2,1,1,0,2,2,2,0,2,1,0,0,1,1,1,0,0,5,1,0,1,2
976,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,2,0,2,3,3,3,0,1,0,0,0,1,1,3,1,3,1,1,1,0,1
981,3,1,1,0,1,1,1,0,2,2,0,1,2,1,0,0,5,2,0,3,3,0,2,1,1,1,2,1,3,0,1,0,2,1,1,2
986,3,0,1,1,2,2,0,0,1,0,0,3,0,4,1,1,2,3,2,1,2,0,0,0,1,0,2,2,0,0,2,0,1,1,1,2
991,1,0,2,1,0,3,1,0,1,0,0,0,3,0,2,1,1,0,2,1,2,2,0,1,0,1,1,0,1,1,2,0,1,1,1,1
996,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,3,3,0,1,3,3,0,1,0,1,1,0,0,1,0,1,2,2,2,0,2
1001,0,2,0,3,0,2,1,2,0,1,1,0,0,0,1,0,1,1,1,5,0,0,1,0,1,0,0,2,2,2,0,1,2,1,2,3
1006,3,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,3,1,2,0,2,1,1,1,1,2,0,1,0,0,1,1,1,2,2
1011,5,1,2,3,1,0,0,0,1,0,1,2,0,1,1,4,0,1,2,2,3,1,1,1,0,2,0,1,0,0,0,1,2,0,1,2
1016,0,1,2,2,0,2,0,0,2,0,2,1,0,1,2,1,2,4,1,4,3,0,1,0,1,0,2,0,1,0,0,1,2,1,1,4
1021,0,1,1,0,0,0,2,2,2,1,0,0,2,0,1,0,3,2,2,3,2,2,0,0,1,0,0,3,0,0,3,1,4,3,0,1
1026,1,0,1,0,2,0,0,3,1,1,0,1,1,3,1,1,0,2,0,0,3,1,1,1,2,2,0,2,3,1,0,2,3,2,2,0
1031,1,2,0,1,1,0,0,1,0,2,1,2,0,1,1,0,1,3,1,1,1,0,2,1,1,1,2,0,1,1,2,2,0,0,1,2
1036,1,1,1,0,1,0,0,0,0,2,0,2,2,1,2,0,1,3,2,2,3,2,0,0,0,0,1,1,0,0,2,2,1,0,3,3
1041,0,1,2,1,0,0,0,0,1,1,0,2,0,1,1,3,2,2,0,2,0,1,2,0,1,2,1,0,3,3,0,1,2,1,0,3
1046,2,2,0,1,0,0,0,2,0,0,1,1,0,2,2,2,2,3,1,2,0,1,0,3,0,0,1,0,1,0,3,2,2,2,2,1
1051,2,0,1,1,0,0,1,0,3,1,0,1,1,1,2,2,1,2,1,2,2,4,2,1,0,2,0,2,0,0,0,4,2,1,0,4
1056,1,1,0,1,1,2,0,2,0,0,2,0,2,1,1,1,2,1,2,1,2,0,1,2,0,3,1,1,2,1,2,2,1,0,2,1
1061,1,2,2,1,0,2,0,2,0,0,0,0,1,1,0,4,3,0,3,1,0,1,1,1,0,2,2,1,0,1,2,3,0,0,0,3
1066,2,1,0,1,1,1,2,1,0,2,0,1,1,0,0,2,2,2,1,2,2,1,0,1,0,3,1,0,0,0,1,2,2,3,1,2
1071,1,1,2,0,1,0,0,1,1,0,0,1,1,2,3,1,0,4,0,4,3,2,0,0,0,1,1,2,1,0,1,4,1,2,0,2
1076,2,1,0,1,2,1,0,1,0,1,0,2,2,0,1,3,3,1,1,3,2,2,0,0,1,0,1,0,2,2,0,2,0,1,3,1
1081,1,2,0,1,1,1,1,0,0,1,0,1,1,0,3,2,2,2,2,1,1,1,3,0,2,2,0,0,0,0,2,5,0,1,1,2
1086,2,2,0,0,1,0,1,1,1,0,1,0,1,2,0,2,4,0,1,1,2,2,0,2,0,1,0,3,0,2,1,1,2,2,0,3
1091,2,0,1,1,0,3,0,0,1,1,0,1,0,2,1,1,2,4,0,1,2,3,0,0,1,0,2,0,0,0,1,2,3,1,3,3
1096,1,1,1,0,0,0,0,2,3,1,0,2,1,1,3,2,4,3,1,2,3,1,1,0,0,0,1,1,0,1,1,3,0,0,3,2
1101,2,1,0,2,0,0,0,1,0,3,0,0,0,1,1,1,1,2,1,2,3,2,1,2,0,2,2,0,0,1,0,1,3,2,1,3
1106,0,1,1,0,1,1,0,2,0,0,1,1,3,2,4,2,1,2,1,1,1,3,0,1,0,0,1,1,1,2,3,2,1,1,2,1
1111,3,1,1,1,0,1,1,0,0,1,0,0,2,0,2,3,1,3,1,3,2,2,1,0,0,1,1,0,1,2,0,3,0,0,0,3
1116,1,1,2,1,0,0,0,1,1,1,0,0,2,2,1,2,3,1,2,4,0,1,1,2,2,0,1,1,0,1,0,1,2,2,2,3
1121,2,1,0,0,0,1,1,1,0,1,2,1,1,2,0,2,2,2,1,2,1,3,2,0,3,1,0,1,0,1,2,1,0,1,2,2
1126,1,0,1,1,1,1,1,1,0,1,0,1,0,0,2,2,0,0,1,2,4,2,0,1,0,1,0,1,2,0,0,1,0,0,1,4
1131,2,0,1,1,0,0,1,0,1,1,0,0,0,2,2,1,2,2,2,0,1,2,0,2,3,1,2,2,0,1,1,1,0,0,1,3
1136,2,0,1,0,0,1,1,1,2,0,0,1,1,1,1,1,1,2,1,1,0,2,1,1,1,0,0,1,3,3,1,1,2,0,3,0
1141,1,0,3,2,0,0,2,1,0,1,1,0,0,0,1,2,1,2,5,3,0,1,1,0,0,1,1,4,2,1,0,1,1,0,1,4
1146,1,3,1,0,1,1,1,0,0,0,0,1,0,2,0,4,3,3,1,2,4,0,0,1,0,0,0,1,1,2,0,2,1,2,3,2
1151,3,1,1,0,0,0,0,3,0,1,0,0,0,1,2,0,2,3,0,3,1,3,1,1,1,1,0,2,0,1,0,1,0,2,1,0
1156,0,0,0,1,0,1,0,2,0,0,0,0,0,2,1,1,3,1,1,4,2,2,0,0,2,0,2,1,0,1,2,3,1,1,4,2
1161,3,0,1,0,0,0,0,1,1,0,0,2,4,1,1,0,3,1,1,2,1,3,0,1,2,2,0,1,0,2,1,3,0,1,3,2
1166,2,1,1,0,0,0,0,2,0,1,1,1,2,0,4,1,2,1,0,2,1,1,2,1,0,1,1,1,1,0,2,2,3,2,2,1
1171,2,0,0,1,0,1,0,0,0,0,3,0,0,2,0,1,3,1,4,0,5,0,1,1,1,0,0,2,2,1,1,1,1,0,3,2
1176,1,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,2,3,1,0,1,1,0,1,1,0,1,1,0,1,3,2,2,1,3,2
1181,1,0,0,0,2,0,1,0,2,1,1,1,1,0,2,2,2,0,2,0,1,3,0,1,1,2,0,0,0,0,2,2,1,2,2,2
1186,1,1,0,0,2,1,1,0,1,1,0,0,2,0,3,2,0,2,3,0,2,0,3,2,0,0,0,2,0,2,1,0,2,2,2,1
1191,0,1,0,1,1,0,1,1,1,2,2,0,0,0,2,2,1,3,1,0,1,1,1,1,2,0,0,1,1,0,1,1,2,1,1,4
1196,0,1,1,2,0,0,0,1,0,1,0,1,0,0,1,3,2,3,0,1,2,1,0,2,2,0,1,1,2,0,0,0,5,1,1,2
1201,0,1,0,2,2,0,0,0,1,2,0,1,1,2,0,1,2,0,3,3,1,0,1,1,2,2,2,0,2,2,1,2,0,1,1,2
1206,1,2,2,0,0,0,0,0,0,1,2,0,1,0,2,2,2,2,1,2,1,4,1,0,1,1,1,0,2,2,1,0,1,2,1,1
1211,2,1,1,1,0,0,0,2,1,0,0,1,1,2,1,1,3,1,0,5,2,1,0,0,0,1,1,1,0,2,2,0,0,2,2,2
1216,1,1,1,1,2,0,0,2,1,1,1,0,1,1,1,2,2,1,0,1,2,2,1,0,2,2,1,1,0,0,3,2,1,0,2,1
1221,2,0,2,1,0,1,1,0,0,1,0,0,1,2,3,2,2,2,0,2,3,0,1,3,0,0,2,0,2,1,1,2,0,3,0,1
1226,1,3,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,5,1,2,2,0,1,0,1,1,1,1,0,1,2,3,0,0,1,0
1231,0,0,0,4,0,0,1,0,0,1,0,1,0,1,0,0,3,1,1,0,3,2,1,0,3,0,0,1,0,0,5,0,1,1,2,2
1236,3,1,1,1,1,1,1,0,1,0,2,0,1,0,2,2,3,3,2,1,2,1,2,0,0,1,1,1,1,3,1,2,4,0,2,2
1241,2,1,0,0,0,1,0,1,2,1,1,1,1,0,1,1,4,1,0,3,2,2,4,0,1,0,1,0,2,0,3,2,2,0,2,0
1246,1,0,0,1,1,0,2,0,0,2,0,0,1,1,1,4,0,3,5,0,3,1,0,0,1,2,1,0,0,2,0,3,0,3,0,2
1251,1,1,0,1,0,1,2,1,1,0,0,0,1,1,1,1,1,1,2,2,1,2,2,0,2,3,2,0,1,0,2,2,1,0,2,1
1256,2,0,1,1,1,0,0,1,1,0,1,1,0,0,1,3,0,2,1,2,4,0,1,2,0,2,0,1,0,2,1,3,0,0,0,0
1261,1,2,0,1,1,0,0,0,2,1,1,1,1,0,2,1,2,4,1,3,1,0,0,2,0,0,2,0,0,2,1,0,2,1,2,1
1266,0,2,0,0,1,1,0,1,1,1,0,1,0,2,1,0,2,2,2,1,3,0,1,0,1,2,3,1,0,0,1,0,1,1,1,1
1271,1,0,0,1,2,1,0,1,0,1,1,2,2,1,0,2,2,1,2,1,3,2,0,0,3,2,0,0,0,3,1,1,4,2,1,1
1276,1,0,0,0,1,1,0,0,0,1,0,1,0,3,1,2,2,1,1,2,1,3,1,0,1,0,1,3,2,0,1,0,2,1,2,1
1281,0,3,0,0,1,0,1,0,2,0,0,0,1,1,1,1,1,3,1,5,2,2,2,0,1,0,1,0,0,0,2,2,1,2,0,1
1286,1,1,1,1,3,0,0,0,0,1,0,1,2,2,0,0,4,3,1,0,0,2,1,2,0,0,0,0,1,0,3,0,0,2,0,2
1291,2,0,1,1,2,0,0,0,1,1,0,1,4,1,1,1,2,2,1,2,2,3,2,0,2,0,1,1,2,0,4,4,0,1,1,1
1296,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,2,2,4,1,0,1,2,0,1,1,0,1,1,4,1,0,0,1,2,1
1301,0,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,3,4,1,1,1,1,2,1,1,0,1,0,1,1,1,3,1,1,0
1306,1,0,3,1,1,0,0,1,0,0,1,1,0,1,2,2,1,3,1,4,1,1,3,0,1,0,1,1,0,2,2,1,2,1,0,1
1311,1,1,0,2,0,1,0,0,0,1,0,0,1,0,1,1,1,2,2,3,1,1,0,0,3,1,0,0,0,2,1,0,3,1,2,0
1316,1,0,1,1,0,1,0,1,4,1,0,1,0,0,1,2,3,3,1,3,2,2,1,1,1,1,1,1,1,1,1,0,2,0,2,0
1321,1,1,2,1,0,2,0,0,1,0,1,0,0,2,0,2,2,1,2,1,1,1,3,0,2,0,1,0,1,1,3,1,1,1,1,0
1326,1,0,1,2,1,1,0,1,0,0,0,1,1,1,1,1,3,2,1,2,1,1,3,2,0,1,1,1,0,0,4,2,3,2,2,0
1331,0,2,2,0,1,1,0,1,1,1,1,1,1,3,2,0,1,3,0,1,2,1,1,1,2,1,0,1,0,1,1,3,3,1,1,0
1336,1,0,0,0,1,0,0,0,0,2,1,1,0,1,0,3,3,0,3,3,3,1,1,0,0,1,1,0,1,1,2,0,1,0,3,1
1341,1,2,2,1,0,2,0,0,0,0,0,1,0,1,3,0,3,3,2,1,2,3,0,1,0,1,0,1,1,0,1,3,2,3,0,1
1346,2,2,0,2,1,0,0,1,1,0,0,0,0,0,0,2,2,3,2,1,2,2,0,0,1,3,0,0,1,0,1,1,0,2,0,0
1351,0,1,0,1,1,1,0,0,0,1,1,1,1,2,2,0,5,1,0,4,1,1,3,0,1,3,0,0,0,1,2,1,1,1,1,0
1356,2,0,0,1,1,0,1,1,1,0,0,0,1,2,1,1,3,1,2,3,1,1,1,0,2,1,2,0,1,0,0,3,1,1,0,2
1361,0,1,2,3,0,2,0,0,1,0,0,0,1,0,2,2,1,4,3,2,2,1,0,2,0,0,1,1,1,3,2,1,1,0,1,0
1366,2,0,1,1,1,2,0,0,1,1,1,1,0,1,1,3,1,2,0,1,1,1,1,0,1,2,0,0,1,1,0,2,1,0,2,2
1371,1,2,1,0,1,2,1,1,1,0,1,0,1,1,2,1,2,2,2,3,2,1,1,0,0,0,1,1,0,4,0,0,2,0,1,1
1376,0,1,2,2,1,1,0,0,2,0,0,0,0,1,0,3,5,2,0,2,4,2,1,1,0,0,1,2,1,1,2,3,0,3,0,1
1381,0,0,0,2,1,0,0,1,2,1,1,0,1,2,1,0,2,0,1,2,0,1,3,0,1,1,0,0,1,2,2,0,2,3,2,1
1386,0,1,1,1,1,2,0,1,1,0,0,0,1,1,1,0,2,1,4,3,2,1,0,2,0,0,0,0,0,1,3,3,2,0,2,1
1391,0,1,1,0,1,0,2,1,1,1,0,0,1,2,0,3,4,0,0,1,2,4,1,0,1,1,0,2,1,1,0,1,1,2,0,0
1396,2,1,0,1,2,1,0,0,2,0,0,0,0,0,1,2,2,2,3,4,2,1,0,1,1,5,0,0,2,1,3,1,0,0,3,2
