frame,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,"{'graph_id': 0, 'component_id_for_graph_id': 0, 'contour_length': 24.48528137423857, 'begin_to_end_length': 21.02379604162864, 'fitting_angle': 81.75565682152376, 'begin_to_end_angle': 87.27368900609372}","{'graph_id': 0, 'component_id_for_graph_id': 1, 'contour_length': 23.071067811865476, 'begin_to_end_length': 21.587033144922902, 'fitting_angle': 78.6099500412403, 'begin_to_end_angle': 76.6075022462489}","{'graph_id': 0, 'component_id_for_graph_id': 2, 'contour_length': 21.071067811865476, 'begin_to_end_length': 19.235384061671343, 'fitting_angle': 78.8009469417204, 'begin_to_end_angle': 81.0273733851036}","{'graph_id': 0, 'component_id_for_graph_id': 3, 'contour_length': 19.242640687119287, 'begin_to_end_length': 18.027756377319946, 'fitting_angle': 176.03924209645518, 'begin_to_end_angle': 176.82016988013575}","{'graph_id': 0, 'component_id_for_graph_id': 4, 'contour_length': 18.071067811865476, 'begin_to_end_length': 16.278820596099706, 'fitting_angle': 175.01939350119906, 'begin_to_end_angle': 169.38034472384487}","{'graph_id': 0, 'component_id_for_graph_id': 5, 'contour_length': 13.242640687119287, 'begin_to_end_length': 12.36931687685298, 'fitting_angle': 107.15765686541171, 'begin_to_end_angle': 104.03624346792647}","{'graph_id': 0, 'component_id_for_graph_id': 6, 'contour_length': 12.656854249492381, 'begin_to_end_length': 11.704699910719626, 'fitting_angle': 159.27519923087786, 'begin_to_end_angle': 160.01689347810003}","{'graph_id': 0, 'component_id_for_graph_id': 7, 'contour_length': 11.828427124746192, 'begin_to_end_length': 11.180339887498949, 'fitting_angle': 166.55505385849648, 'begin_to_end_angle': 169.69515353123398}","{'graph_id': 0, 'component_id_for_graph_id': 8, 'contour_length': 11.242640687119286, 'begin_to_end_length': 10.44030650891055, 'fitting_angle': 166.78156654966062, 'begin_to_end_angle': 163.3007557660064}","{'graph_id': 1, 'component_id_for_graph_id': 0, 'contour_length': 20.48528137423857, 'begin_to_end_length': 16.55294535724685, 'fitting_angle': 150.8906709722001, 'begin_to_end_angle': 154.9831065219}","{'graph_id': 1, 'component_id_for_graph_id': 1, 'contour_length': 16.656854249492383, 'begin_to_end_length': 13.45362404707371, 'fitting_angle': 56.449755083292956, 'begin_to_end_angle': 48.01278750418334}","{'graph_id': 1, 'component_id_for_graph_id': 2, 'contour_length': 15.656854249492381, 'begin_to_end_length': 13.416407864998739, 'fitting_angle': 25.622685048279664, 'begin_to_end_angle': 26.565051177078004}","{'graph_id': 1, 'component_id_for_graph_id': 3, 'contour_length': 13.242640687119286, 'begin_to_end_length': 11.704699910719626, 'fitting_angle': 106.75722399122317, 'begin_to_end_angle': 109.98310652189997}","{'graph_id': 1, 'component_id_for_graph_id': 4, 'contour_length': 15.313708498984763, 'begin_to_end_length': 14.212670403551895, 'fitting_angle': 130.44335809466116, 'begin_to_end_angle': 129.28940686250036}","{'graph_id': 1, 'component_id_for_graph_id': 5, 'contour_length': 13.485281374238571, 'begin_to_end_length': 12.529964086141668, 'fitting_angle': 15.29986821488673, 'begin_to_end_angle': 61.38954033403479}","{'graph_id': 2, 'component_id_for_graph_id': 0, 'contour_length': 27.313708498984766, 'begin_to_end_length': 25.298221281347036, 'fitting_angle': 104.43807969133766, 'begin_to_end_angle': 108.43494882292202}","{'graph_id': 2, 'component_id_for_graph_id': 1, 'contour_length': 18.48528137423857, 'begin_to_end_length': 14.422205101855956, 'fitting_angle': 123.04920766646273, 'begin_to_end_angle': 123.69006752597979}","{'graph_id': 2, 'component_id_for_graph_id': 2, 'contour_length': 15.071067811865477, 'begin_to_end_length': 13.92838827718412, 'fitting_angle': 72.02382608969234, 'begin_to_end_angle': 68.96248897457819}","{'graph_id': 2, 'component_id_for_graph_id': 3, 'contour_length': 14.899494936611667, 'begin_to_end_length': 13.45362404707371, 'fitting_angle': 33.22244923396895, 'begin_to_end_angle': 41.987212495816635}","{'graph_id': 2, 'component_id_for_graph_id': 4, 'contour_length': 13.071067811865476, 'begin_to_end_length': 11.313708498984761, 'fitting_angle': 133.27174424013384, 'begin_to_end_angle': 135.0}","{'graph_id': 2, 'component_id_for_graph_id': 5, 'contour_length': 10.414213562373096, 'begin_to_end_length': 10.04987562112089, 'fitting_angle': 3.788129172542282, 'begin_to_end_angle': 5.710593137499642}","{'graph_id': 3, 'component_id_for_graph_id': 0, 'contour_length': 31.970562748477146, 'begin_to_end_length': 28.653097563788805, 'fitting_angle': 145.71725496545665, 'begin_to_end_angle': 150.75117366345305}","{'graph_id': 3, 'component_id_for_graph_id': 1, 'contour_length': 20.071067811865476, 'begin_to_end_length': 16.401219466856727, 'fitting_angle': 121.72701968068287, 'begin_to_end_angle': 127.56859202882748}","{'graph_id': 3, 'component_id_for_graph_id': 2, 'contour_length': 15.485281374238573, 'begin_to_end_length': 13.0, 'fitting_angle': 118.54308152309025, 'begin_to_end_angle': 112.61986494804043}","{'graph_id': 3, 'component_id_for_graph_id': 3, 'contour_length': 10.828427124746192, 'begin_to_end_length': 10.198039027185569, 'fitting_angle': 6.930752750090904, 'begin_to_end_angle': 11.309932474020213}","{'graph_id': 4, 'component_id_for_graph_id': 0, 'contour_length': 41.21320343559641, 'begin_to_end_length': 35.608987629529715, 'fitting_angle': 141.52627150364617, 'begin_to_end_angle': 141.84277341263095}","{'graph_id': 4, 'component_id_for_graph_id': 1, 'contour_length': 23.656854249492383, 'begin_to_end_length': 22.090722034374522, 'fitting_angle': 82.53673224273054, 'begin_to_end_angle': 84.8055710922652}","{'graph_id': 5, 'component_id_for_graph_id': 0, 'contour_length': 21.485281374238575, 'begin_to_end_length': 18.788294228055936, 'fitting_angle': 60.176198977401214, 'begin_to_end_angle': 64.79887635452492}","{'graph_id': 5, 'component_id_for_graph_id': 1, 'contour_length': 20.899494936611667, 'begin_to_end_length': 19.313207915827967, 'fitting_angle': 20.00742920227821, 'begin_to_end_angle': 21.250505507133227}","{'graph_id': 6, 'component_id_for_graph_id': 0, 'contour_length': 14.82842712474619, 'begin_to_end_length': 14.0, 'fitting_angle': 178.7220829643171, 'begin_to_end_angle': 180.0}","{'graph_id': 6, 'component_id_for_graph_id': 2, 'contour_length': 10.485281374238571, 'begin_to_end_length': 10.0, 'fitting_angle': 50.3903287134927, 'begin_to_end_angle': 53.13010235415598}","{'graph_id': 7, 'component_id_for_graph_id': 0, 'contour_length': 25.071067811865476, 'begin_to_end_length': 19.79898987322333, 'fitting_angle': 132.78387537396344, 'begin_to_end_angle': 135.0}","{'graph_id': 8, 'component_id_for_graph_id': 0, 'contour_length': 17.899494936611667, 'begin_to_end_length': 16.55294535724685, 'fitting_angle': 158.7677524881001, 'begin_to_end_angle': 154.98310652189997}","{'graph_id': 9, 'component_id_for_graph_id': 0, 'contour_length': 25.485281374238575, 'begin_to_end_length': 19.209372712298546, 'fitting_angle': 117.85094130645322, 'begin_to_end_angle': 128.6598082540901}","{'graph_id': 9, 'component_id_for_graph_id': 1, 'contour_length': 14.071067811865477, 'begin_to_end_length': 13.0, 'fitting_angle': 161.78028891316134, 'begin_to_end_angle': 157.38013505195957}",,,,,,,,,,,,,,,,
6,"{'graph_id': 0, 'component_id_for_graph_id': 0, 'contour_length': 27.071067811865476, 'begin_to_end_length': 25.495097567963924, 'fitting_angle': 75.06083381332415, 'begin_to_end_angle': 78.69006752597979}","{'graph_id': 0, 'component_id_for_graph_id': 1, 'contour_length': 24.071067811865476, 'begin_to_end_length': 20.615528128088304, 'fitting_angle': 166.9828058923939, 'begin_to_end_angle': 165.96375653207352}","{'graph_id': 0, 'component_id_for_graph_id': 2, 'contour_length': 23.72792206135786, 'begin_to_end_length': 18.35755975068582, 'fitting_angle': 113.6980956318293, 'begin_to_end_angle': 119.35775354279127}","{'graph_id': 0, 'component_id_for_graph_id': 3, 'contour_length': 22.313708498984763, 'begin_to_end_length': 20.615528128088304, 'fitting_angle': 117.63612814439416, 'begin_to_end_angle': 112.83365417791755}","{'graph_id': 0, 'component_id_for_graph_id': 4, 'contour_length': 21.313708498984763, 'begin_to_end_length': 18.601075237738275, 'fitting_angle': 41.882660637579484, 'begin_to_end_angle': 36.25383773744479}","{'graph_id': 0, 'component_id_for_graph_id': 5, 'contour_length': 18.313708498984763, 'begin_to_end_length': 16.278820596099706, 'fitting_angle': 53.885621674669956, 'begin_to_end_angle': 47.48955292199916}","{'graph_id': 0, 'component_id_for_graph_id': 6, 'contour_length': 16.313708498984763, 'begin_to_end_length': 13.45362404707371, 'fitting_angle': 57.62674665128188, 'begin_to_end_angle': 48.012787504183336}","{'graph_id': 0, 'component_id_for_graph_id': 7, 'contour_length': 14.65685424949238, 'begin_to_end_length': 10.63014581273465, 'fitting_angle': 36.257721325447, 'begin_to_end_angle': 48.81407483429036}","{'graph_id': 0, 'component_id_for_graph_id': 8, 'contour_length': 14.242640687119286, 'begin_to_end_length': 12.083045973594572, 'fitting_angle': 104.17418456482545, 'begin_to_end_angle': 114.44395478041653}","{'graph_id': 0, 'component_id_for_graph_id': 9, 'contour_length': 13.656854249492381, 'begin_to_end_length': 11.313708498984761, 'fitting_angle': 53.00486680376681, 'begin_to_end_angle': 45.0}","{'graph_id': 0, 'component_id_for_graph_id': 10, 'contour_length': 12.656854249492381, 'begin_to_end_length': 11.180339887498949, 'fitting_angle': 117.94257322915769, 'begin_to_end_angle': 116.56505117707799}","{'graph_id': 0, 'component_id_for_graph_id': 12, 'contour_length': 11.071067811865476, 'begin_to_end_length': 10.0, 'fitting_angle': 29.065047822242786, 'begin_to_end_angle': 36.86989764584402}","{'graph_id': 1, 'component_id_for_graph_id': 0, 'contour_length': 38.79898987322333, 'begin_to_end_length': 31.25699921617557, 'fitting_angle': 2.1715196912857655, 'begin_to_end_angle': 7.3523793598923595}","{'graph_id': 1, 'component_id_for_graph_id': 1, 'contour_length': 24.656854249492383, 'begin_to_end_length': 23.345235059857504, 'fitting_angle': 84.52310355043441, 'begin_to_end_angle': 80.13419305691562}","{'graph_id': 1, 'component_id_for_graph_id': 2, 'contour_length': 23.899494936611667, 'begin_to_end_length': 21.02379604162864, 'fitting_angle': 83.13402544084491, 'begin_to_end_angle': 87.27368900609373}","{'graph_id': 1, 'component_id_for_graph_id': 3, 'contour_length': 16.242640687119287, 'begin_to_end_length': 15.033296378372908, 'fitting_angle': 173.34515157282817, 'begin_to_end_angle': 176.18592516570965}","{'graph_id': 1, 'component_id_for_graph_id': 4, 'contour_length': 17.89949493661167, 'begin_to_end_length': 10.198039027185569, 'fitting_angle': 86.63027864530527, 'begin_to_end_angle': 101.30993247402021}","{'graph_id': 1, 'component_id_for_graph_id': 5, 'contour_length': 15.242640687119287, 'begin_to_end_length': 14.317821063276353, 'fitting_angle': 51.40546564147149, 'begin_to_end_angle': 102.0947570770121}","{'graph_id': 1, 'component_id_for_graph_id': 6, 'contour_length': 14.414213562373096, 'begin_to_end_length': 14.035668847618199, 'fitting_angle': 89.23197747247242, 'begin_to_end_angle': 85.91438322002512}","{'graph_id': 1, 'component_id_for_graph_id': 7, 'contour_length': 13.242640687119286, 'begin_to_end_length': 11.180339887498949, 'fitting_angle': 109.4447580222417, 'begin_to_end_angle': 116.56505117707799}","{'graph_id': 1, 'component_id_for_graph_id': 8, 'contour_length': 11.414213562373096, 'begin_to_end_length': 10.198039027185569, 'fitting_angle': 99.04071270225089, 'begin_to_end_angle': 101.30993247402021}","{'graph_id': 1, 'component_id_for_graph_id': 9, 'contour_length': 10.828427124746192, 'begin_to_end_length': 10.198039027185569, 'fitting_angle': 8.819998400568794, 'begin_to_end_angle': 11.3099324740202}","{'graph_id': 2, 'component_id_for_graph_id': 0, 'contour_length': 42.556349186104036, 'begin_to_end_length': 38.63935817272331, 'fitting_angle': 8.153609242120401, 'begin_to_end_angle': 10.437475351118167}","{'graph_id': 2, 'component_id_for_graph_id': 1, 'contour_length': 25.55634918610405, 'begin_to_end_length': 23.323807579381203, 'fitting_angle': 118.66014961780476, 'begin_to_end_angle': 120.96375653207352}","{'graph_id': 2, 'component_id_for_graph_id': 2, 'contour_length': 15.828427124746192, 'begin_to_end_length': 15.132745950421556, 'fitting_angle': 98.14446220412805, 'begin_to_end_angle': 97.59464336859145}","{'graph_id': 2, 'component_id_for_graph_id': 3, 'contour_length': 15.242640687119287, 'begin_to_end_length': 13.601470508735444, 'fitting_angle': 6.560468136891064, 'begin_to_end_angle': 17.10272896905238}","{'graph_id': 3, 'component_id_for_graph_id': 0, 'contour_length': 30.55634918610405, 'begin_to_end_length': 27.294688127912362, 'fitting_angle': 148.76909905009975, 'begin_to_end_angle': 151.55707137563664}","{'graph_id': 3, 'component_id_for_graph_id': 1, 'contour_length': 17.313708498984763, 'begin_to_end_length': 16.1245154965971, 'fitting_angle': 117.35019051855056, 'begin_to_end_angle': 119.74488129694222}","{'graph_id': 3, 'component_id_for_graph_id': 2, 'contour_length': 11.414213562373096, 'begin_to_end_length': 11.045361017187261, 'fitting_angle': 3.4589290379398596, 'begin_to_end_angle': 5.194428907734806}","{'graph_id': 3, 'component_id_for_graph_id': 3, 'contour_length': 11.65685424949238, 'begin_to_end_length': 10.0, 'fitting_angle': 119.20245619113808, 'begin_to_end_angle': 53.13010235415598}","{'graph_id': 4, 'component_id_for_graph_id': 0, 'contour_length': 37.970562748477136, 'begin_to_end_length': 30.610455730027933, 'fitting_angle': 133.93565964807283, 'begin_to_end_angle': 141.63251461513846}","{'graph_id': 4, 'component_id_for_graph_id': 1, 'contour_length': 16.48528137423857, 'begin_to_end_length': 15.231546211727817, 'fitting_angle': 72.17128812006534, 'begin_to_end_angle': 66.80140948635182}","{'graph_id': 5, 'component_id_for_graph_id': 0, 'contour_length': 48.11269837220807, 'begin_to_end_length': 26.627053911388696, 'fitting_angle': 140.87952043266137, 'begin_to_end_angle': 145.71312302279105}","{'graph_id': 6, 'component_id_for_graph_id': 0, 'contour_length': 17.071067811865476, 'begin_to_end_length': 14.7648230602334, 'fitting_angle': 123.3687869169004, 'begin_to_end_angle': 118.30075576600638}","{'graph_id': 6, 'component_id_for_graph_id': 1, 'contour_length': 17.72792206135786, 'begin_to_end_length': 16.278820596099706, 'fitting_angle': 49.447257142575644, 'begin_to_end_angle': 42.510447078000844}","{'graph_id': 8, 'component_id_for_graph_id': 0, 'contour_length': 29.727922061357862, 'begin_to_end_length': 24.020824298928627, 'fitting_angle': 94.1683589670649, 'begin_to_end_angle': 92.38594403038883}","{'graph_id': 9, 'component_id_for_graph_id': 0, 'contour_length': 30.55634918610405, 'begin_to_end_length': 26.92582403567252, 'fitting_angle': 29.646005486133646, 'begin_to_end_angle': 21.80140948635181}",,,,,,,,,,,,,,
11,"{'graph_id': 0, 'component_id_for_graph_id': 0, 'contour_length': 39.14213562373095, 'begin_to_end_length': 20.615528128088304, 'fitting_angle': 71.56892635691634, 'begin_to_end_angle': 75.96375653207353}","{'graph_id': 0, 'component_id_for_graph_id': 1, 'contour_length': 27.485281374238575, 'begin_to_end_length': 25.709920264364882, 'fitting_angle': 101.23571226512468, 'begin_to_end_angle': 103.49573328079582}","{'graph_id': 0, 'component_id_for_graph_id': 2, 'contour_length': 22.071067811865476, 'begin_to_end_length': 20.615528128088304, 'fitting_angle': 75.24208271647517, 'begin_to_end_angle': 75.96375653207353}","{'graph_id': 0, 'component_id_for_graph_id': 3, 'contour_length': 19.485281374238575, 'begin_to_end_length': 17.0, 'fitting_angle': 29.397951701135767, 'begin_to_end_angle': 28.072486935852957}","{'graph_id': 0, 'component_id_for_graph_id': 4, 'contour_length': 17.899494936611667, 'begin_to_end_length': 15.620499351813308, 'fitting_angle': 40.238652908600486, 'begin_to_end_angle': 39.80557109226518}","{'graph_id': 0, 'component_id_for_graph_id': 5, 'contour_length': 17.899494936611667, 'begin_to_end_length': 15.811388300841896, 'fitting_angle': 55.43840798922943, 'begin_to_end_angle': 55.30484646876604}","{'graph_id': 0, 'component_id_for_graph_id': 6, 'contour_length': 17.48528137423857, 'begin_to_end_length': 14.866068747318506, 'fitting_angle': 30.30124640989107, 'begin_to_end_angle': 137.72631099390625}","{'graph_id': 0, 'component_id_for_graph_id': 7, 'contour_length': 16.242640687119287, 'begin_to_end_length': 15.297058540778355, 'fitting_angle': 170.01311886143043, 'begin_to_end_angle': 168.6900675259798}","{'graph_id': 0, 'component_id_for_graph_id': 8, 'contour_length': 16.071067811865476, 'begin_to_end_length': 13.45362404707371, 'fitting_angle': 32.78003368007123, 'begin_to_end_angle': 41.987212495816635}","{'graph_id': 0, 'component_id_for_graph_id': 9, 'contour_length': 16.899494936611667, 'begin_to_end_length': 14.866068747318506, 'fitting_angle': 135.00032002502903, 'begin_to_end_angle': 132.27368900609375}","{'graph_id': 0, 'component_id_for_graph_id': 10, 'contour_length': 14.899494936611669, 'begin_to_end_length': 13.601470508735444, 'fitting_angle': 38.31971237157899, 'begin_to_end_angle': 36.0273733851036}","{'graph_id': 0, 'component_id_for_graph_id': 12, 'contour_length': 10.82842712474619, 'begin_to_end_length': 10.198039027185569, 'fitting_angle': 152.61288411376026, 'begin_to_end_angle': 11.309932474020213}","{'graph_id': 1, 'component_id_for_graph_id': 0, 'contour_length': 37.556349186104036, 'begin_to_end_length': 32.0, 'fitting_angle': 93.75568973650427, 'begin_to_end_angle': 90.0}","{'graph_id': 1, 'component_id_for_graph_id': 1, 'contour_length': 25.313708498984763, 'begin_to_end_length': 20.0, 'fitting_angle': 130.31680940413196, 'begin_to_end_angle': 90.0}","{'graph_id': 1, 'component_id_for_graph_id': 2, 'contour_length': 21.485281374238575, 'begin_to_end_length': 19.313207915827967, 'fitting_angle': 108.71341872176193, 'begin_to_end_angle': 111.25050550713325}","{'graph_id': 1, 'component_id_for_graph_id': 3, 'contour_length': 20.485281374238575, 'begin_to_end_length': 18.973665961010276, 'fitting_angle': 163.34902367526757, 'begin_to_end_angle': 161.565051177078}","{'graph_id': 1, 'component_id_for_graph_id': 4, 'contour_length': 20.899494936611667, 'begin_to_end_length': 18.681541692269406, 'fitting_angle': 13.384032895450828, 'begin_to_end_angle': 15.524110996754258}","{'graph_id': 1, 'component_id_for_graph_id': 5, 'contour_length': 20.07106781186548, 'begin_to_end_length': 16.278820596099706, 'fitting_angle': 165.05097336889588, 'begin_to_end_angle': 169.38034472384487}","{'graph_id': 1, 'component_id_for_graph_id': 6, 'contour_length': 18.242640687119287, 'begin_to_end_length': 17.26267650163207, 'fitting_angle': 80.90480714327352, 'begin_to_end_angle': 79.99202019855865}","{'graph_id': 1, 'component_id_for_graph_id': 7, 'contour_length': 14.656854249492383, 'begin_to_end_length': 13.601470508735444, 'fitting_angle': 165.88413588411007, 'begin_to_end_angle': 162.89727103094762}","{'graph_id': 1, 'component_id_for_graph_id': 8, 'contour_length': 14.242640687119286, 'begin_to_end_length': 13.341664064126334, 'fitting_angle': 13.955640784972996, 'begin_to_end_angle': 12.994616791916513}","{'graph_id': 1, 'component_id_for_graph_id': 9, 'contour_length': 13.071067811865476, 'begin_to_end_length': 11.40175425099138, 'fitting_angle': 11.564029215691482, 'begin_to_end_angle': 164.74488129694222}","{'graph_id': 2, 'component_id_for_graph_id': 0, 'contour_length': 28.72792206135786, 'begin_to_end_length': 22.67156809750927, 'fitting_angle': 129.53522836254658, 'begin_to_end_angle': 131.42366562500266}","{'graph_id': 2, 'component_id_for_graph_id': 1, 'contour_length': 26.55634918610405, 'begin_to_end_length': 23.769728648009426, 'fitting_angle': 116.19619511588598, 'begin_to_end_angle': 112.24902365721236}","{'graph_id': 2, 'component_id_for_graph_id': 2, 'contour_length': 23.07106781186548, 'begin_to_end_length': 21.587033144922902, 'fitting_angle': 8.809547714966248, 'begin_to_end_angle': 13.392497753751098}","{'graph_id': 2, 'component_id_for_graph_id': 3, 'contour_length': 19.89949493661167, 'begin_to_end_length': 17.029386365926403, 'fitting_angle': 92.95321900582591, 'begin_to_end_angle': 86.6335393365702}","{'graph_id': 2, 'component_id_for_graph_id': 4, 'contour_length': 17.071067811865476, 'begin_to_end_length': 15.297058540778355, 'fitting_angle': 14.745216451645778, 'begin_to_end_angle': 11.309932474020213}","{'graph_id': 2, 'component_id_for_graph_id': 5, 'contour_length': 16.656854249492383, 'begin_to_end_length': 15.524174696260024, 'fitting_angle': 71.80320127630485, 'begin_to_end_angle': 75.06858282186245}","{'graph_id': 2, 'component_id_for_graph_id': 6, 'contour_length': 12.414213562373096, 'begin_to_end_length': 12.041594578792296, 'fitting_angle': 179.21689652414688, 'begin_to_end_angle': 175.2363583092738}","{'graph_id': 2, 'component_id_for_graph_id': 7, 'contour_length': 11.828427124746192, 'begin_to_end_length': 11.180339887498949, 'fitting_angle': 76.85583581341501, 'begin_to_end_angle': 79.69515353123397}","{'graph_id': 2, 'component_id_for_graph_id': 8, 'contour_length': 13.071067811865476, 'begin_to_end_length': 12.083045973594572, 'fitting_angle': 29.143332487619695, 'begin_to_end_angle': 24.443954780416533}","{'graph_id': 3, 'component_id_for_graph_id': 0, 'contour_length': 31.384776310850242, 'begin_to_end_length': 28.653097563788805, 'fitting_angle': 150.81761386139306, 'begin_to_end_angle': 150.75117366345302}","{'graph_id': 3, 'component_id_for_graph_id': 1, 'contour_length': 15.656854249492381, 'begin_to_end_length': 13.038404810405298, 'fitting_angle': 158.7532335640386, 'begin_to_end_angle': 147.52880770915152}","{'graph_id': 3, 'component_id_for_graph_id': 2, 'contour_length': 12.071067811865476, 'begin_to_end_length': 10.63014581273465, 'fitting_angle': 35.090361689776415, 'begin_to_end_angle': 48.81407483429036}","{'graph_id': 3, 'component_id_for_graph_id': 3, 'contour_length': 10.414213562373096, 'begin_to_end_length': 10.04987562112089, 'fitting_angle': 84.85177965000386, 'begin_to_end_angle': 84.28940686250037}","{'graph_id': 4, 'component_id_for_graph_id': 0, 'contour_length': 20.48528137423857, 'begin_to_end_length': 18.110770276274835, 'fitting_angle': 94.84805789273966, 'begin_to_end_angle': 96.3401917459099}","{'graph_id': 4, 'component_id_for_graph_id': 1, 'contour_length': 22.142135623730955, 'begin_to_end_length': 20.591260281974, 'fitting_angle': 148.71473988821162, 'begin_to_end_angle': 150.94539590092285}","{'graph_id': 4, 'component_id_for_graph_id': 2, 'contour_length': 14.071067811865476, 'begin_to_end_length': 12.529964086141668, 'fitting_angle': 112.55288319666055, 'begin_to_end_angle': 118.61045966596521}","{'graph_id': 4, 'component_id_for_graph_id': 3, 'contour_length': 13.899494936611667, 'begin_to_end_length': 13.038404810405298, 'fitting_angle': 60.0334956054719, 'begin_to_end_angle': 57.52880770915151}","{'graph_id': 4, 'component_id_for_graph_id': 4, 'contour_length': 13.485281374238571, 'begin_to_end_length': 12.529964086141668, 'fitting_angle': 150.71145918376715, 'begin_to_end_angle': 151.3895403340348}","{'graph_id': 5, 'component_id_for_graph_id': 0, 'contour_length': 44.38477631085023, 'begin_to_end_length': 35.38361202590826, 'fitting_angle': 38.18540803021786, 'begin_to_end_angle': 42.70938995736145}","{'graph_id': 6, 'component_id_for_graph_id': 0, 'contour_length': 28.89949493661167, 'begin_to_end_length': 13.0, 'fitting_angle': 134.99981627838275, 'begin_to_end_angle': 157.38013505195957}","{'graph_id': 7, 'component_id_for_graph_id': 0, 'contour_length': 16.242640687119284, 'begin_to_end_length': 15.297058540778355, 'fitting_angle': 79.81643443284818, 'begin_to_end_angle': 78.69006752597979}","{'graph_id': 7, 'component_id_for_graph_id': 1, 'contour_length': 14.656854249492381, 'begin_to_end_length': 13.601470508735444, 'fitting_angle': 16.28712845434484, 'begin_to_end_angle': 17.10272896905238}","{'graph_id': 8, 'component_id_for_graph_id': 0, 'contour_length': 25.071067811865476, 'begin_to_end_length': 18.384776310850235, 'fitting_angle': 133.09219303318758, 'begin_to_end_angle': 135.0}","{'graph_id': 9, 'component_id_for_graph_id': 0, 'contour_length': 17.242640687119287, 'begin_to_end_length': 12.206555615733702, 'fitting_angle': 114.1612877605647, 'begin_to_end_angle': 124.99202019855866}","{'graph_id': 9, 'component_id_for_graph_id': 1, 'contour_length': 12.071067811865476, 'begin_to_end_length': 11.180339887498949, 'fitting_angle': 121.29073922532561, 'begin_to_end_angle': 116.56505117707799}",,,,
