length,contour_length,vertical_heights,angles
37,41.970562748477136,2,148.659656912854
37,41.970562748477136,0,154.7637363530964
37,42.38477631085023,1,135.98436670305472
37,42.14213562373095,1,151.8583987677383
37,40.72792206135786,3,149.19855402386318
37,39.89949493661166,1,159.06436096694753
37,40.31370849898475,2,152.9147679707742
37,40.89949493661167,2,147.0947570770121
37,39.48528137423857,2,153.96219571458937
37,39.48528137423857,2,153.96219571458937
37,39.071067811865476,1,161.38983527217266
38,43.556349186104036,2,144.08597123363472
38,43.97056274847713,1,147.3908566606809
38,43.38477631085023,3,148.14106975771543
38,43.79898987322333,2,149.77566730426122
38,42.970562748477136,2,149.77566730426122
38,42.970562748477136,0,155.6589100633075
38,43.79898987322332,2,134.83860386487964
38,43.14213562373095,1,152.08308694736277
38,41.72792206135786,3,149.34933204294717
38,40.89949493661166,1,159.21513898603152
38,41.31370849898475,2,153.2211595930449
38,41.899494936611674,2,147.3194452566366
38,40.48528137423857,2,154.1129737336733
38,40.48528137423857,2,154.1129737336733
38,40.071067811865476,1,161.565051177078
39,44.556349186104036,2,144.70392948473798
39,44.97056274847713,1,148.02510137510703
39,44.38477631085023,3,148.80837811355048
39,44.79898987322333,2,150.7807533095154
39,44.38477631085023,3,147.96519662530417
39,44.38477631085023,1,137.3373058591238
39,45.21320343559641,3,134.04288031214034
39,44.14213562373095,1,152.2924493998777
39,42.72792206135786,3,149.48976259388442
39,41.89949493661166,1,159.35556953696883
39,42.31370849898475,2,153.50340252931576
39,42.89949493661167,2,147.52880770915152
39,41.48528137423857,2,154.2534042846106
39,41.89949493661166,3,156.22365650276623
39,41.071067811865476,1,161.7273617330147
40,45.556349186104036,2,145.2776877824545
40,45.97056274847713,1,148.60973189581222
40,45.38477631085023,3,149.42633636465374
40,46.21320343559642,3,148.99084270126932
40,45.38477631085023,3,148.99084270126932
40,45.38477631085023,1,140.86960044301472
40,46.21320343559641,3,137.7742773113008
40,45.14213562373095,1,152.48799737614857
40,43.72792206135786,3,149.62087398863164
40,42.89949493661166,1,159.48668093171605
40,43.31370849898475,2,153.76423128676868
40,43.89949493661167,2,147.72435568542238
40,42.48528137423857,2,154.38451567935786
40,42.89949493661166,3,156.28943808065182
40,42.071067811865476,1,161.87813975209866
41,46.556349186104036,2,145.81172086140657
41,47.38477631085022,2,147.00372890652994
41,46.38477631085023,3,150.00009466237023
41,47.21320343559642,3,149.92565591324868
41,46.38477631085023,3,149.92565591324868
41,46.79898987322332,2,139.1849161251184
41,47.21320343559641,3,140.95410743116503
41,46.142135623730944,1,152.67105036199203
41,44.72792206135786,3,149.74356283647074
41,43.89949493661166,1,159.6093697795551
41,44.31370849898475,2,154.00598419603682
41,44.89949493661167,2,147.90740867126584
41,43.48528137423857,2,154.50720452719693
41,43.89949493661166,3,156.3509802476536
41,43.48528137423857,2,163.98882252119154
42,47.97056274847713,3,144.40078004102384
42,48.38477631085022,2,147.5774872042465
42,47.79898987322332,4,148.56422144010745
42,48.21320343559642,3,150.7807533095154
42,47.38477631085023,3,150.7807533095154
42,47.79898987322332,2,141.9112271190247
42,48.627416997969505,4,139.65215475858616
42,47.142135623730944,1,152.842765470793
42,46.142135623730944,2,148.07912378006682
42,44.89949493661166,1,159.724421391009
42,45.31370849898475,2,154.23067237566127
42,46.31370849898476,3,149.85861444792465
42,44.48528137423857,2,154.6222561386508
42,45.31370849898475,2,154.6222561386508
42,44.48528137423857,2,164.05460409907715
43,48.97056274847713,3,144.92401462320802
43,49.38477631085022,2,148.11152028319856
43,48.79898987322332,4,149.1231869209396
43,49.21320343559642,3,151.5655779125073
43,48.38477631085022,3,151.5655779125073
43,48.79898987322331,2,144.264523985133
43,49.627416997969505,4,142.17298266629632
43,48.142135623730944,1,153.0041616059134
43,47.14213562373095,2,148.2405199151872
43,45.89949493661166,1,159.8325265070892
43,46.31370849898475,2,154.4400348281762
43,47.31370849898475,3,149.96671956400485
43,45.48528137423857,2,154.73036125473104
43,46.31370849898475,2,154.73036125473104
43,45.48528137423857,2,164.11614626607894
44,49.97056274847712,3,145.41475876380915
44,50.79898987322331,3,146.70057946281582
44,49.79898987322332,4,149.64642150312378
44,50.21320343559642,3,152.2881890682904
44,49.38477631085022,3,152.2881890682904
44,49.79898987322331,2,146.30993247402023
44,50.627416997969505,4,144.38773779361554
44,49.142135623730944,1,153.1561394444773
44,48.14213562373095,2,148.39249775375112
44,47.31370849898475,0,162.78392641220927
44,47.31370849898475,2,154.63558280444704
44,48.72792206135786,2,148.39249775375112
44,46.48528137423857,2,154.8321298502184
44,47.31370849898475,2,154.8321298502184
44,46.89949493661166,1,162.38742215707614
45,51.38477631085022,4,144.15696968491974
45,51.79898987322331,3,147.223814045
45,50.79898987322332,4,150.1371656437249
45,51.21320343559642,3,152.95549742412544
45,50.38477631085022,3,152.95549742412544
45,50.79898987322331,2,148.0998430822663
45,51.627416997969505,4,146.34341919113845
45,50.55634918610404,2,154.92810259046465
45,49.14213562373095,2,148.53585636913422
45,48.727922061357845,1,160.0302678428228
45,48.31370849898475,2,154.81863579029053
45,50.14213562373095,1,146.91514707126504
45,47.48528137423857,2,154.92810259046465
45,48.31370849898475,2,154.92810259046465
45,47.89949493661166,1,162.49552727315637
46,52.38477631085022,4,144.63753811293097
46,52.79898987322331,3,147.71455818560113
46,51.79898987322332,4,150.59828872179656
46,52.21320343559641,3,153.57345567522867
46,51.38477631085022,3,153.57345567522867
46,51.79898987322331,2,149.67639313745002
46,52.627416997969505,4,148.0791237800668
46,51.970562748477136,3,156.6074502424536
46,50.55634918610404,3,150.25511870305778
46,50.142135623730944,2,161.70961549481177
46,49.31370849898475,2,154.9903508990915
46,51.14213562373095,1,147.0947570770121
46,48.48528137423857,2,155.01876039378396
46,49.31370849898475,2,155.01876039378396
46,48.89949493661166,1,162.59729586864373
47,53.38477631085022,4,145.0910572388889
47,54.213203435596405,4,146.45676910671173
47,53.21320343559641,5,153.17412006546905
47,53.627416997969505,4,152.11297316338502
47,52.79898987322331,4,152.11297316338502
47,52.79898987322331,2,151.07357416474642
47,53.627416997969505,4,149.6272814790448
47,53.38477631085023,4,158.1985905136482
47,51.970562748477136,4,151.88679112394405
47,51.556349186104036,3,135.0
47,50.31370849898475,2,155.1517470342119
47,52.14213562373095,1,147.2647737278924
47,49.89949493661166,1,153.56312708674554
47,50.727922061357845,1,153.56312708674554
47,49.89949493661166,1,162.69326860888998
48,54.79898987322331,5,143.95663560791192
48,55.213203435596405,4,146.93733753472296
48,54.21320343559641,5,153.97821856155835
48,54.627416997969505,4,152.7113407506824
48,53.79898987322331,4,152.7113407506824
48,54.213203435596405,3,149.24560592044142
48,54.627416997969505,4,151.014797226488
48,54.38477631085023,4,158.19859051364818
48,53.38477631085023,5,153.434948822922
48,52.97056274847713,4,135.0
48,51.31370849898475,2,155.30372487277577
48,53.55634918610404,2,148.92096036492075
48,50.89949493661166,1,153.68460205564693
48,51.727922061357845,1,153.68460205564693
48,50.89949493661166,1,162.7839264122093
49,55.79898987322331,5,144.40078004102384
49,56.627416997969505,5,145.78757659600043
49,55.21320343559641,5,154.72227776444706
49,55.627416997969505,4,153.27030623151455
49,54.79898987322331,4,153.27030623151455
49,55.213203435596405,3,150.49484859913863
49,55.627416997969505,4,152.26403990518526
49,55.79898987322332,5,158.96248897457818
49,54.79898987322332,6,154.90374953730785
49,54.38477631085022,5,135.0
49,52.727922061357845,3,157.07568801876315
49,54.55634918610404,2,149.03624346792648
49,51.89949493661166,1,153.7998851586527
49,52.727922061357845,1,153.7998851586527
49,52.31370849898475,0,162.24174151735735
50,57.213203435596405,6,143.35535264996057
50,57.6274169979695,5,146.2564350297039
50,56.627416997969505,6,153.35835023284412
50,56.627416997969505,4,153.79354081369874
50,55.79898987322331,4,153.79354081369874
50,56.213203435596405,3,151.62447814396495
50,56.627416997969505,4,153.39366945001157
50,56.79898987322332,5,160.3461759419467
50,56.21320343559641,7,137.5448043798131
50,55.79898987322331,6,135.0
50,54.14213562373094,4,158.75503567075214
50,55.970562748477136,3,150.57254359681025
50,52.89949493661166,1,153.90943718482916
50,54.14213562373094,2,155.33618528753647
50,53.31370849898475,0,162.36991978118087
51,58.213203435596405,6,143.78910456631004
51,59.04163056034259,6,145.1987869404565
51,57.627416997969505,6,154.06373458688344
51,57.627416997969505,4,154.28428495429986
51,57.21320343559641,5,152.51645789844378
51,57.213203435596405,3,152.65012421993015
51,58.0416305603426,5,151.81052077922726
51,57.79898987322332,5,161.565051177078
51,57.627416997969505,8,137.5448043798131
51,56.79898987322331,6,139.39870535499554
51,56.55634918610403,6,129.25584167623285
51,58.38477631085023,5,153.434948822922
51,54.31370849898475,2,155.40588814793492
51,56.55634918610403,4,158.1985905136482
51,54.31370849898475,0,162.49139475008224
52,59.213203435596405,6,144.2018371616632
52,60.04163056034259,6,145.65515207175252
52,59.0416305603426,7,152.83408975770612
52,58.627416997969505,4,154.74540803237153
52,58.21320343559641,5,153.0264958754105
52,58.213203435596405,3,153.58493743190948
52,59.0416305603426,5,152.842765470793
52,59.21320343559641,6,159.44395478041656
52,58.627416997969505,8,141.94350973480866
52,57.79898987322331,6,143.13010235415598
52,57.55634918610403,6,137.38594403038883
52,59.79898987322333,6,136.2188752351313
52,57.727922061357845,5,117.71081401525309
52,57.97056274847713,5,128.03903697375145
52,55.313708498984745,0,162.606677853088
53,60.6274169979695,7,150.1584985931056
53,61.04163056034258,6,146.088903988102
53,60.45584412271569,8,151.7094902602637
53,60.0416305603426,5,153.50706430342169
53,59.627416997969505,6,152.91878459315717
53,59.213203435596405,3,154.4400348281762
53,60.0416305603426,5,153.78971691756647
53,60.21320343559641,6,160.55996517182382
53,59.627416997969505,8,145.67490673396907
53,59.21320343559641,7,142.12501634890182
53,58.97056274847712,7,137.38594403038883
53,60.79898987322333,6,141.4133041428661
53,59.14213562373094,6,122.10951937024862
53,59.38477631085023,6,129.8289475819975
53,57.72792206135784,2,164.56657550477718
54,61.6274169979695,7,150.7247457227474
54,62.04163056034258,6,146.5016365834552
54,61.45584412271569,8,152.38497190532323
54,61.45584412271569,6,153.10183757900066
54,60.627416997969505,6,153.73336164291692
54,60.6274169979695,4,152.89187712919824
54,61.0416305603426,5,154.66106843524483
54,61.21320343559641,6,161.565051177078
54,61.0416305603426,9,144.6698207287149
54,60.21320343559641,7,145.00797980144134
54,59.97056274847712,7,142.58037293812362
54,62.21320343559642,7,140.61758059012683
54,60.14213562373094,6,129.8055710922652
54,60.79898987322332,7,130.97471042017264
54,58.72792206135784,2,164.59982900047063
55,62.6274169979695,7,151.26020470831196
55,63.04163056034258,6,146.89480170028565
55,62.45584412271569,8,153.0209231591209
55,62.45584412271569,6,153.91641462876035
55,62.0416305603426,7,152.48799737614854
55,61.6274169979695,4,153.69597562528747
55,62.45584412271569,6,153.27355268780164
55,62.21320343559641,6,162.47443162627712
55,62.0416305603426,9,147.55278418125445
55,61.21320343559641,7,147.52880770915152
55,60.97056274847712,7,146.84826623841445
55,63.21320343559642,7,144.34897758928727
55,61.55634918610403,7,130.9513339304403
55,61.79898987322332,7,136.16913932790743
55,61.14213562373094,4,126.86989764584402
56,63.6274169979695,7,151.76723376922675
56,64.04163056034258,6,147.26972411491246
56,63.45584412271569,8,153.62057164924067
56,63.45584412271569,6,154.67358349381888
56,63.0416305603426,7,153.25189583707856
56,63.0416305603426,5,152.31893843151474
56,63.45584412271569,6,154.08812973756136
56,63.627416997969505,7,160.70995378081125
56,63.0416305603426,9,150.0736120889646
56,62.21320343559641,7,149.74356283647074
56,62.384776310850214,8,145.51604638454478
56,64.62741699796952,8,143.3438915840331
56,62.55634918610403,7,136.14576283817513
